Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover
"European Equities"
"22 Feb 2023"
1000MERCIS;FR0010285965;ALMIL;"Euronext Growth Paris";EUR;27,90;27,90;27,80;27,80;"20/02/2023 16:07";CET;102;2836,90
2CRSI;FR0013341781;AL2SI;"Euronext Growth Paris";EUR;2,975;3,01;2,95;2,99;"21/02/2023 16:49";CET;4495;13353,19
"A.S.T. GROUPE";FR0000076887;ALAST;"Euronext Growth Paris";EUR;2,48;2,49;2,44;2,45;"21/02/2023 17:18";CET;1918;4701,67
"AASEN SPAREBANK";NO0010672181;AASB;"Euronext Growth Oslo";NOK;121,00;121,00;121,00;121,00;"21/02/2023 09:00";CET;25;3025,00
ACHETER-LOUER.FR;FR001400BJ77;ALALO;"Euronext Growth Paris";EUR;0,0554;0,0575;0,05;0,0519;"21/02/2023 17:35";CET;1829668;99160,10
"ACTIA GROUP";FR0000076655;ALATI;"Euronext Growth Paris";EUR;4,12;4,165;4,055;4,15;"21/02/2023 17:35";CET;9353;38534,61
"ACTICOR BIOTECH";FR0014005OJ5;ALACT;"Euronext Growth Paris";EUR;9,70;9,70;9,50;9,70;"21/02/2023 15:21";CET;1246;11973,16
ADEUNIS;FR0013284627;ALARF;"Euronext Growth Paris";EUR;1,88;1,89;1,86;1,86;"21/02/2023 13:34";CET;647;1212,50
ADOMOS;FR0013247244;ALADO;"Euronext Growth Paris";EUR;0,0023;0,0023;0,0022;0,0022;"21/02/2023 16:53";CET;1665349;3733,02
"ADS MARITIME HOLD";CY0108052115;ADS;"Euronext Growth Oslo";NOK;2,24;2,24;2,19;2,20;"21/02/2023 15:39";CET;97877;215184,33
ADVICENNE;FR0013296746;ALDVI;"Euronext Growth Paris";EUR;4,00;4,05;3,84;3,85;"21/02/2023 17:35";CET;9095;36036,34
AFYREN;FR0014005AC9;ALAFY;"Euronext Growth Paris";EUR;6,02;6,20;5,99;6,11;"21/02/2023 17:10";CET;2234;13613,83
AGRIPOWER;FR0013452281;ALAGP;"Euronext Growth Paris";EUR;8,20;8,24;8,20;8,22;"21/02/2023 16:38";CET;1515;12431,08
AGROGENERATION;FR0010641449;ALAGR;"Euronext Growth Paris";EUR;0,071;0,0711;0,0671;0,0671;"21/02/2023 17:12";CET;96123;6812,13
"AKOBO MINERALS";SE0015193412;AKOBO;"Euronext Growth Oslo";NOK;7,46;7,46;7,44;7,44;"21/02/2023 15:18";CET;1581;11772,64
ALCHIMIE;FR0014000JX7;ALCHI;"Euronext Growth Paris";EUR;2,29;2,29;2,23;2,23;"21/02/2023 17:06";CET;820;1841,80
ALGREEN;FR0011668821;ALGRE;"Euronext Growth Paris";EUR;0,05;0,0505;0,048;0,05;"21/02/2023 17:17";CET;349551;17013,48
"ALPHA MOS";FR0013421286;ALNEO;"Euronext Growth Paris";EUR;2,115;2,17;2,05;2,08;"21/02/2023 17:15";CET;4482;9393,64
"ALTERNUS ENERGY GR";IE00BLRPRP89;ALT;"Euronext Growth Oslo";NOK;19,00;19,15;18,50;19,00;"21/02/2023 16:17";CET;9019;167503,50
ALTHEORA;FR0000061244;ALORA;"Euronext Growth Paris";EUR;1,115;1,115;1,055;1,08;"21/02/2023 17:12";CET;8820;9549,64
"AMA CORPORATION";GB00BNKGZC51;ALAMA;"Euronext Growth Paris";EUR;0,475;0,50;0,46;0,50;"21/02/2023 17:35";CET;10819;5100,35
AMOEBA;FR0011051598;ALMIB;"Euronext Growth Paris";EUR;0,723;0,73;0,712;0,714;"21/02/2023 17:35";CET;125583;90348,25
"ANDFJORD SALMON";NO0010829765;ANDF;"Euronext Growth Oslo";NOK;38,70;38,80;38,50;38,80;"21/02/2023 16:07";CET;4212;162829,00
AQUILA;FR0010340711;ALAQU;"Euronext Growth Paris";EUR;5,75;5,75;5,75;5,75;"15/02/2023 11:30";CET;75;431,25
ARCHOS;FR0014007XT1;ALJXR;"Euronext Growth Paris";EUR;0,05;0,0556;0,0492;0,0504;"21/02/2023 17:35";CET;4569143;236721,25
"ARCTIC BIOSCIENCE";NO0010859580;ABS;"Euronext Growth Oslo";NOK;14,65;14,65;14,00;14,00;"21/02/2023 16:16";CET;1517;21368,00
"ARCTIC FISH HOLDIN";NO0010917719;AFISH;"Euronext Growth Oslo";NOK;103,50;103,50;103,50;103,50;"20/02/2023 09:00";CET;176;18216,00
ARCURE;FR0013398997;ALCUR;"Euronext Growth Paris";EUR;2,64;2,68;2,64;2,68;"21/02/2023 17:21";CET;697;1857,60
ARGEO;NO0010946593;ARGEO;"Euronext Growth Oslo";NOK;1,82;1,97;1,82;1,86;"21/02/2023 16:06";CET;94200;175544,68
ASTROCAST;CH1122548808;ASTRO;"Euronext Growth Oslo";NOK;7,26;7,48;7,06;7,20;"21/02/2023 12:24";CET;12229;88257,00
ATARI;FR0010478248;ALATA;"Euronext Growth Paris";EUR;0,1533;0,1589;0,1533;0,1534;"21/02/2023 17:20";CET;92216;14259,32
AUDACIA;FR00140059B5;ALAUD;"Euronext Growth Paris";EUR;5,68;5,68;5,68;5,68;"21/02/2023 09:00";CET;1;5,68
"AUPLATA MINING GR";FR0013410370;ALAMG;"Euronext Growth Paris";EUR;0,0072;0,0074;0,0071;0,0073;"21/02/2023 17:35";CET;4039550;29205,24
"AURORA EIENDOM";NO0011032310;AURA;"Euronext Growth Oslo";NOK;87,00;87,00;87,00;87,00;"20/02/2023 10:31";CET;200;17400,00
"AWILCO DRILLING";NO0012785098;AWDR;"Euronext Growth Oslo";NOK;39,75;39,75;39,75;39,75;"21/02/2023 16:25";CET;1190;47302,50
"AYFIE GROUP";NO0010793243;AYFIE;"Euronext Growth Oslo";NOK;0,70;0,736;0,69;0,736;"21/02/2023 15:32";CET;10001;6970,74
BAIKOWSKI;FR0013384369;ALBKK;"Euronext Growth Paris";EUR;20,60;20,60;19,65;20,00;"21/02/2023 17:35";CET;734;14594,55
"BALTIC SEA PROP";NO0010810476;BALT;"Euronext Growth Oslo";NOK;50,00;50,00;50,00;50,00;"20/12/2022 10:16";CET;5000;250000,00
"BARRAMUNDI GROUP";SGXZ33675836;BARRA;"Euronext Growth Oslo";NOK;5,00;5,00;5,00;5,00;"07/02/2023 10:38";CET;1;5,00
"BARRYROE OFFSHORE";IE00B66B5T26;BEY;"Euronext Growth Dublin";EUR;0,025;0,025;0,025;0,025;"21/02/2023 14:01";IST;700;17,50
"BD MULTI MEDIA";FR0000035305;ALBDM;"Euronext Growth Paris";EUR;1,804;1,942;1,804;1,92;"21/02/2023 14:19";CET;1273;2339,15
"BENCHMARK HOLDINGS";GB00BGHPT808;BMK;"Euronext Growth Oslo";NOK;4,9995;4,9995;4,5005;4,9995;"08/02/2023 15:29";CET;508;2315,21
"BERGEN CARBON SOL";NO0010950249;BCS;"Euronext Growth Oslo";NOK;8,36;9,30;8,25;9,25;"21/02/2023 16:25";CET;421640;3711929,30
"BERNARD LOISEAU";FR0000066961;ALDBL;"Euronext Growth Paris";EUR;3,72;3,72;3,72;3,72;"20/02/2023 11:30";CET;3;11,16
BILENDI;FR0004174233;ALBLD;"Euronext Growth Paris";EUR;20,90;21,10;20,90;20,90;"21/02/2023 16:22";CET;477;9985,00
"BIO-UV GROUP";FR0013345493;ALTUV;"Euronext Growth Paris";EUR;5,17;5,17;5,03;5,06;"21/02/2023 17:35";CET;20229;103579,31
BIOCORP;FR0012788065;ALCOR;"Euronext Growth Paris";EUR;23,00;23,30;23,00;23,00;"21/02/2023 17:35";CET;724;16705,10
"BIOFISH HOLDING";NO0010955198;BFISH;"Euronext Growth Oslo";NOK;1,27;1,33;1,25;1,33;"21/02/2023 16:07";CET;104901;134247,81
BIOPHYTIS;FR0012816825;ALBPS;"Euronext Growth Paris";EUR;0,0459;0,0529;0,0456;0,0468;"21/02/2023 17:35";CET;7959990;389247,30
"BIOPHYTIS BSA";FR0013507290;BPSBS;"Euronext Growth Paris";EUR;0,042;0,042;0,042;0,042;"14/02/2023 09:00";CET;4;0,17
BIOSYNEX;FR0011005933;ALBIO;"Euronext Growth Paris";EUR;11,97;12,04;11,71;11,83;"21/02/2023 17:35";CET;11703;139246,33
"BLACK SEA PROPERTY";NO0010755101;BSP;"Euronext Growth Oslo";NOK;1,00;1,00;1,00;1,00;"21/02/2023 16:03";CET;250;250,00
BLUELINEA;FR0011041011;ALBLU;"Euronext Growth Paris";EUR;1,545;1,60;1,545;1,555;"21/02/2023 15:12";CET;1003;1578,38
"BOA CONCEPT";FR0011365907;ALBOA;"Euronext Growth Paris";EUR;32,00;32,00;31,60;31,80;"21/02/2023 13:47";CET;466;14866,40
BOOSTHEAT;FR0011814938;ALBOO;"Euronext Growth Paris";EUR;0,043;0,043;0,0402;0,0413;"21/02/2023 17:35";CET;770473;31857,18
"BOURRELIER GROUP";FR0000054421;ALBOU;"Euronext Growth Paris";EUR;48,00;48,00;48,00;48,00;"20/02/2023 11:30";CET;5;240,00
BROADPEAK;FR001400AJZ7;ALBPK;"Euronext Growth Paris";EUR;5,94;6,10;5,92;6,011;"21/02/2023 16:47";CET;2892;17487,53
"BW Epic Kosan";SGXZ80461361;BWEK;"Euronext Growth Oslo";NOK;19,50;19,90;19,50;19,90;"21/02/2023 16:25";CET;7112;139134,40
"BW IDEOL";NO0010947385;BWIDL;"Euronext Growth Oslo";NOK;7,20;7,20;7,00;7,08;"21/02/2023 16:16";CET;6103;43929,08
CABASSE;FR001400DIY6;ALCAB;"Euronext Growth Paris";EUR;7,398;7,398;7,10;7,10;"21/02/2023 17:10";CET;443;3203,34
CAMBI;NO0010078850;CAMBI;"Euronext Growth Oslo";NOK;6,77;6,79;6,75;6,79;"21/02/2023 13:30";CET;2277;15440,59
"CANDELA INVEST";BE0974298300;CAND;"Euronext Growth Brussels";EUR;3,90;3,90;3,90;3,90;"17/02/2023 16:30";CET;30;117,00
"CANOPY HOLDINGS";NO0010781560;CAN;"Euronext Growth Oslo";NOK;0,42;0,43;0,42;0,43;"20/02/2023 09:26";CET;55000;23150,00
CAPELLI;FR0012969095;ALCAP;"Euronext Growth Paris";EUR;12,25;12,45;12,20;12,40;"21/02/2023 15:56";CET;176;2156,20
CARBIOS;FR0011648716;ALCRB;"Euronext Growth Paris";EUR;38,42;39,50;38,22;39,22;"21/02/2023 17:35";CET;21386;834061,90
CARMAT;FR0010907956;ALCAR;"Euronext Growth Paris";EUR;10,47;10,56;10,26;10,30;"21/02/2023 17:35";CET;24121;250128,68
"CATERING INTL SCES";FR0000064446;ALCIS;"Euronext Growth Paris";EUR;10,80;10,80;10,70;10,75;"21/02/2023 17:35";CET;3374;36272,15
CBI;FR0014007LW0;ALCBI;"Euronext Growth Paris";EUR;0,82;0,824;0,74;0,754;"21/02/2023 17:37";CET;40883;31157,23
"CBI BSA";FR001400D0X2;CBIBS;"Euronext Growth Paris";EUR;0,1119;0,1119;0,1119;0,1119;"13/02/2023 17:22";CET;61;6,83
CELLECTIS;FR0010425595;ALCLS;"Euronext Growth Paris";EUR;2,28;2,29;2,204;2,246;"21/02/2023 17:38";CET;68534;153392,82
"CERINNOV GROUP";FR0013178712;ALPCV;"Euronext Growth Paris";EUR;2,32;2,495;2,20;2,295;"21/02/2023 17:35";CET;115172;264805,38
CESAR;FR0013297165;ALCES;"Euronext Growth Paris";EUR;0,08;0,08;0,08;0,08;"21/02/2023 11:30";CET;346;27,68
"CHARWOOD ENERGY";FR001400AJ60;ALCWE;"Euronext Growth Paris";EUR;8,60;8,60;8,45;8,499;"21/02/2023 15:24";CET;379;3223,81
"CIBOX INTER A CTIV";FR0000054322;ALCIB;"Euronext Growth Paris";EUR;0,0402;0,041;0,0401;0,0409;"21/02/2023 17:29";CET;30835;1239,06
"CIRCA GROUP";NO0010917594;CIRCA;"Euronext Growth Oslo";NOK;6,40;6,40;6,06;6,37;"21/02/2023 14:09";CET;16212;102198,96
CLASQUIN;FR0004152882;ALCLA;"Euronext Growth Paris";EUR;57,60;58,20;57,60;57,80;"21/02/2023 15:24";CET;150;8666,40
"CLEAN SEAS SEAFOOD";AU000000CSS3;CSS;"Euronext Growth Oslo";NOK;3,41;3,41;3,41;3,41;"17/02/2023 15:57";CET;1365;4654,65
CO.BR.HA;BE0003519270;COBH;"Euronext Growth Brussels";EUR;2800,00;2800,00;2800,00;2800,00;"16/02/2023 11:30";CET;2;5600,00
"CO2 CAPSOL";NO0010923121;CAPSL;"Euronext Growth Oslo";NOK;13,48;13,48;13,40;13,46;"21/02/2023 15:29";CET;225;3020,22
COFIDUR;FR0013257409;ALCOF;"Euronext Growth Paris";EUR;320,00;320,00;314,00;314,00;"21/02/2023 15:58";CET;17;5434,00
COGELEC;FR0013335742;ALLEC;"Euronext Growth Paris";EUR;7,02;7,10;7,02;7,10;"21/02/2023 17:07";CET;51;361,66
COGRA;FR0011071570;ALCOG;"Euronext Growth Paris";EUR;13,00;13,10;12,85;12,90;"21/02/2023 17:36";CET;5028;65097,75
COIL;BE0160342011;ALCOI;"Euronext Growth Paris";EUR;6,96;6,96;6,62;6,74;"21/02/2023 17:35";CET;2514;16773,62
"COOL COMPANY";BMG2415A1137;COOL;"Euronext Growth Oslo";NOK;129,38;130,12;126,16;127,00;"21/02/2023 16:27";CET;448958;57911648,14
"CORRE ENERGY B.V.";NL0015000DY3;CORRE;"Euronext Growth Dublin";EUR;3,90;3,90;3,90;3,90;"21/02/2023 16:52";IST;3629;14153,10
CROSSJECT;FR0011716265;ALCJ;"Euronext Growth Paris";EUR;4,545;4,695;4,525;4,59;"21/02/2023 17:35";CET;176916;816601,52
"CSAM HEALTH GROUP";NO0010894512;CSAM;"Euronext Growth Oslo";NOK;36,80;36,80;36,00;36,50;"21/02/2023 16:19";CET;114871;4193478,80
CYBERGUN;FR0014004QR6;ALCYB;"Euronext Growth Paris";EUR;0,288;0,288;0,2334;0,2596;"21/02/2023 17:35";CET;2684783;714692,14
"CYBERGUN BSA K1";FR0013507977;CYBK1;"Euronext Growth Paris";EUR;0,0005;0,0015;0,0005;0,001;"21/02/2023 12:05";CET;670100;490,10
"CYBERGUN BSA K2A";FR0013507985;CYBKA;"Euronext Growth Paris";EUR;0,001;0,0015;0,001;0,001;"17/02/2023 16:31";CET;133935;134,44
"CYBERGUN BSA K2B";FR0013508009;CYBKB;"Euronext Growth Paris";EUR;0,0015;0,0015;0,0015;0,0015;"20/02/2023 09:00";CET;150000;225,00
CYVIZ;NO0010015175;CYVIZ;"Euronext Growth Oslo";NOK;37,40;37,60;36,00;37,60;"21/02/2023 14:16";CET;1686;62044,80
D.L.S.I.;FR0010404368;ALDLS;"Euronext Growth Paris";EUR;12,35;12,35;11,90;12,00;"21/02/2023 16:50";CET;1081;13060,95
DAMARTEX;FR0000185423;ALDAR;"Euronext Growth Paris";EUR;11,50;11,50;11,50;11,50;"21/02/2023 09:00";CET;1;11,50
"DATALEX PLC";IE0000527006;DLE;"Euronext Growth Dublin";EUR;0,562;0,58;0,554;0,58;"21/02/2023 21:00";IST;21496;11929,44
DBT;FR0013066750;ALDBT;"Euronext Growth Paris";EUR;0,0111;0,0114;0,0107;0,0108;"21/02/2023 17:35";CET;15818859;174229,48
"DEEP VALUE DRILLER";NO0010955917;DVD;"Euronext Growth Oslo";NOK;19,25;19,75;19,20;19,40;"21/02/2023 16:25";CET;483501;9411014,70
DEINOVE;FR0010879056;ALDEI;"Euronext Growth Paris";EUR;0,0239;0,0321;0,0231;0,0265;"10/01/2023 17:35";CET;13014939;366466,56
DELFINGEN;FR0000054132;ALDEL;"Euronext Growth Paris";EUR;52,60;52,60;52,20;52,20;"21/02/2023 16:31";CET;134;7028,00
"DELTA DRONE";FR0014009LP0;ALDR;"Euronext Growth Paris";EUR;0,0003;0,0004;0,0002;0,0002;"21/02/2023 17:36";CET;719823031;155118,67
"DELTA PLUS GROUP";FR0013283108;ALDLT;"Euronext Growth Paris";EUR;78,40;80,20;78,30;80,20;"21/02/2023 17:11";CET;408;32369,60
"DESERT CONTROL";NO0010963275;DSRT;"Euronext Growth Oslo";NOK;14,96;14,96;14,12;14,30;"21/02/2023 16:25";CET;77625;1130431,48
DEVERNOIS;FR0000060840;ALDEV;"Euronext Growth Paris";EUR;13,80;13,80;13,80;13,80;"20/02/2023 11:30";CET;15;207,00
"DIAGNOSTIC MEDICAL";FR0012202497;ALDMS;"Euronext Growth Paris";EUR;1,20;1,25;1,20;1,25;"21/02/2023 17:35";CET;834;1035,98
DNXCORP;FR0010436584;ALDNX;"Euronext Growth Paris";EUR;13,25;13,35;12,95;12,95;"21/02/2023 17:29";CET;390;5185,85
DOLFINES;FR0014004QZ9;ALDOL;"Euronext Growth Paris";EUR;0,0164;0,0164;0,01;0,0103;"21/02/2023 17:35";CET;38435380;487015,74
"DOLPHIN DRILLING";NO0012595950;DDRIL;"Euronext Growth Oslo";NOK;13,00;13,30;12,88;12,95;"21/02/2023 16:25";CET;214794;2793422,81
"DONEGAL INVESTMENT";IE000TIRQBE1;DQ7A;"Euronext Growth Dublin";EUR;20,00;20,00;20,00;20,00;"14/02/2023 19:34";IST;401;8020,00
DONTNOD;FR0013331212;ALDNE;"Euronext Growth Paris";EUR;10,00;10,05;9,72;9,82;"21/02/2023 17:35";CET;12350;122022,15
"DRONE VOLT";FR0013088606;ALDRV;"Euronext Growth Paris";EUR;0,0084;0,0092;0,0079;0,0089;"21/02/2023 17:35";CET;39085778;323992,04
"DRONE VOLT BS26";FR0014007951;BNBS;"Euronext Growth Paris";EUR;0,001;0,001;0,001;0,001;"20/02/2023 09:00";CET;1100;1,10
"E PANGO";FR0014004339;ALAGO;"Euronext Growth Paris";EUR;1,72;2,07;1,635;1,88;"21/02/2023 17:29";CET;118719;221839,48
"ECIT AS B-AKSJER";NO0010939804;ECIT;"Euronext Growth Oslo";NOK;7,02;7,10;7,00;7,00;"21/02/2023 16:25";CET;245838;1722616,88
ECOMIAM;FR0013534617;ALECO;"Euronext Growth Paris";EUR;7,22;7,30;6,98;7,20;"21/02/2023 15:06";CET;1850;13120,66
ECOSLOPS;FR0011490648;ALESA;"Euronext Growth Paris";EUR;7,70;7,70;7,50;7,70;"21/02/2023 17:29";CET;863;6575,32
EDILIZIACROBATICA;IT0005351504;ALEAC;"Euronext Growth Paris";EUR;16,48;16,50;16,22;16,50;"21/02/2023 15:14";CET;214;3487,38
EGIDE;FR0000072373;ALGID;"Euronext Growth Paris";EUR;0,941;1,12;0,929;1,01;"21/02/2023 17:35";CET;325862;330658,88
ELEKTROIMPORTØREN;NO0010911902;ELIMP;"Euronext Growth Oslo";NOK;45,10;46,40;45,00;46,40;"21/02/2023 13:12";CET;4550;206299,00
"EMOVA GROUP";FR0013356755;ALEMV;"Euronext Growth Paris";EUR;1,32;1,32;1,32;1,32;"21/02/2023 10:58";CET;176;232,32
"ENCRES DUBUIT";FR0004030708;ALDUB;"Euronext Growth Paris";EUR;3,77;3,82;3,77;3,77;"21/02/2023 17:29";CET;9444;35734,67
ENENSYS;FR0013330792;ALNN6;"Euronext Growth Paris";EUR;0,898;0,902;0,852;0,852;"21/02/2023 16:07";CET;6979;6186,21
ENERGEIA;NO0012697715;ENERG;"Euronext Growth Oslo";NOK;1,9998;1,9998;1,9998;1,9998;"21/02/2023 13:44";CET;100;199,98
ENERGISME;FR0013399359;ALNRG;"Euronext Growth Paris";EUR;0,297;0,302;0,292;0,295;"21/02/2023 17:29";CET;131761;39402,57
ENERTIME;FR0011915339;ALENE;"Euronext Growth Paris";EUR;1,474;1,50;1,45;1,498;"21/02/2023 17:03";CET;8162;11953,18
"ENGAGE XR HOLDINGS";IE00BG0HDR01;EXR;"Euronext Growth Dublin";EUR;0,0545;0,0545;0,05;0,05;"16/02/2023 13:42";IST;29400;1560,00
ENIBLOCK;FR001400C2Z4;ALENI;"Euronext Growth Paris";EUR;3,70;4,95;3,70;4,95;"20/02/2023 16:30";CET;462;2224,40
ENOGIA;FR0014004974;ALENO;"Euronext Growth Paris";EUR;3,69;3,69;3,54;3,56;"21/02/2023 17:35";CET;2953;10621,46
ENTECH;FR0014004362;ALESE;"Euronext Growth Paris";EUR;9,95;9,95;9,81;9,88;"21/02/2023 17:29";CET;6817;67425,25
ENTREPARTICULIERS;FR0010424697;ALENT;"Euronext Growth Paris";EUR;2,19;2,20;2,125;2,18;"21/02/2023 17:22";CET;2283;4936,12
ENTREPRENDRE;FR0000045122;ALENR;"Euronext Growth Paris";EUR;4,02;4,02;4,02;4,02;"21/02/2023 11:30";CET;72;289,44
"ENVIPCO HOLDING";NL0015000GX8;ENVIP;"Euronext Growth Oslo";NOK;35,50;37,00;35,30;37,00;"21/02/2023 14:37";CET;3453;122908,40
EO2;FR0010465534;ALEO2;"Euronext Growth Paris";EUR;5,58;5,58;5,40;5,40;"21/02/2023 17:29";CET;1092;5949,50
EROLD;FR0010211037;ALPLA;"Euronext Growth Paris";EUR;0,351;0,364;0,346;0,346;"21/02/2023 17:29";CET;12311;4313,00
ESKER;FR0000035818;ALESK;"Euronext Growth Paris";EUR;156,00;156,00;151,90;153,00;"21/02/2023 17:35";CET;8177;1256107,25
"EURASIA GROUPE";FR0010844001;ALEUA;"Euronext Growth Paris";EUR;3,44;3,44;3,44;3,44;"14/12/2022 09:00";CET;1;3,44
EUROBIO-SCIENTIFIC;FR0013240934;ALERS;"Euronext Growth Paris";EUR;17,65;17,94;17,65;17,90;"21/02/2023 17:35";CET;4194;74606,02
"EUROFINS CEREP";FR0013256518;ALECR;"Euronext Growth Paris";EUR;22200,00;22200,00;22200,00;22200,00;"28/09/2022 11:30";CET;1;22200,00
"EUROMEDIS GROUPE";FR0000075343;ALEMG;"Euronext Growth Paris";EUR;4,42;4,465;4,405;4,42;"21/02/2023 14:39";CET;1005;4450,26
